"";"Höhe";"Kurs";"Time";"Date";"Geschwindigkeit GPS";"Breitengrade";"Längengrad";"Satilite";"valid";"PWM1";"PWM2";"PWM3";"PWM4";"PWM5";"xDif";"yDif";"HDOP";"VOLT 1";"CAP 1";"RPM 1";"TEMP 1 ";"AMP 1";"VOLT 2";"AMP 2";"CAP 2";"RPM 2";"TEMP 2 ";"VOLT 3";"AMP 3";"CAP 3";"RPM 3";"TEMP 3";"VOLT 4";"AMP 4";"CAP 4";"RPM 4";"TEMP 4";"Trägheit";"Höhe";"rudder 1";"rudder 2";"rudder 3 ";"rudder 4";"AKKU V 1";"AKKU V 2";"AKKU V 3";"Akku V 4";"Akku V 5";"Akku V 6";"x Winkel";"y Winkel";""
"844000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"844500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"845000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"845500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"846000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"846500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"847000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"847500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"848000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"848500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"849000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"849500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"850000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"850500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"851000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"851500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"852000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"852500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"853000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"853500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"854000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"854500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"855000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"855500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"856000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"856500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"857000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"857500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"858000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"858500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"859000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"859500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"860000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"860500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"861000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"861500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"862000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"862500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"863000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"863500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"864000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"864500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"865000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"865500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"866000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"866500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"867000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"867500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"868000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"868500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"869000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"869500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"870000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"870500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"871000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"871500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"872000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"872500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"873000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"873500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"874000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"874500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"875000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"875500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
